glottocode,name,isocodes,level,macroarea,latitude,longitude
mwam1244,Mwamba,,dialect,Africa,,
mwam1246,Mwambong,,dialect,Africa,,
mwam1245,Mwamenam,,dialect,Africa,,
mwan1250,Mwan,moa,language,Africa,7.87533,-5.94577
mwan1248,Mwanda,,dialect,Africa,,
mwan1247,Mwani,wmw,language,Africa,-12.5821,40.4601
mwan1249,Mwani (Haya),,dialect,Africa,,
mwen1238,Mwenyi,,dialect,Africa,-14.73379,22.45046
mwer1248,Mwera (Chimwera),mwe,language,Africa,-9.75639,38.8762
mwer1247,Mwera (Nyasa),mjh,language,Africa,-11.3304,34.8959
mwer1249,Mweri,,dialect,Africa,,
mwes1234,Mwesa,,language,Africa,0.086134,13.30037
mwib1234,Mwibara,,dialect,Africa,,
mwik1238,Mwika (Vunjo),,dialect,Africa,,
mwil1238,Mwila,,dialect,Africa,,
mwim1242,Mwimbi,,dialect,Africa,,
mwim1241,Mwimbi-Muthambi,mws,language,Africa,-0.11968,37.5939
mwin1241,Mwini,,dialect,Africa,0.93435,43.56061
mwom1234,Mwomo Shilluk,,dialect,Africa,,
myen1241,Myene,mye,language,Africa,-1.48741,9.50247
naab1242,Naaban,,dialect,Africa,,
naan1239,Naan,,dialect,Africa,,
naba1253,Naba,mne,language,Africa,12.7868,18.0777
naba1252,Nabanj,,dialect,Africa,,
nabi1240,Nabit,,language,Africa,10.857778,-0.671111
nafa1257,Nafãã,,dialect,Africa,,
nafa1259,Nafana,,dialect,Africa,,
nafa1258,Nafanan,nfr,language,Africa,8.00522,-2.51001
nafa1256,Nafara,,dialect,Africa,,
nafu1238,Nafusi,jbn,language,Africa,31.93488,11.78231
naga1400,Naga (Balanta),,dialect,Africa,,
nagb1238,Nagbanmba,,dialect,Africa,,
nagu1244,Nagumi,ngv,language,Africa,8.7162,13.4264
nagh1239,Nagʿ Ḥammādi–South of Gina,,dialect,Africa,,
naha1263,Naharra,,dialect,Africa,,
nain1239,Naindin,,dialect,Africa,,
nadj1238,Najamba,,dialect,Africa,,
bond1248,Najamba-Kindige,dbu,language,Africa,14.9066,-3.32636
naki1238,Naki,mff,language,Africa,6.62784,10.2378
nalg1238,Nalguno,,dialect,Africa,,
nalu1240,Nalu,naj,language,Africa,11.0397,-14.8188
nama1265,Nama,,dialect,Africa,,
nama1264,Nama (Namibia),naq,language,Africa,-25.0747,17.9767
nama1263,Nama (Tigon Mbembe),,dialect,Africa,,
namb1291,Nambya,nmq,language,Africa,-19.0899,26.0394
nami1249,Namibian Sign Language,nbs,language,Africa,-22.6,17.048
nami1255,Namidama,,dialect,Africa,,
namp1238,Nampamela,,dialect,Africa,,
nana1261,Nanabin Sign Language,,language,Africa,5.245634,-0.949953
nanc1253,Nancere,nnc,language,Africa,9.31975,16.1282
nand1264,Nande,nnb,language,Africa,-0.24904,29.0243
nand1266,Nandi,niq,language,Africa,0.793737,35.408478
nane1238,Nanerigé Sénoufo,sen,language,Africa,11.7548,-4.92148
nang1261,Nanga,nzz,language,Africa,14.49,-3.02
bedj1245,Nangnda,bjv,language,Africa,8.60006,17.2691
nank1249,Nankana,,dialect,Africa,,
nank1248,Nankani,,dialect,Africa,,
nanu1239,Nanuni,,dialect,Africa,,
naoo1238,Naò,,dialect,Africa,,
naqr1234,N!aqriaxe,,dialect,Africa,,
nara1262,Nara,nrb,language,Africa,15.3251,37.499
nara1261,Narang,,dialect,Africa,,
narr1278,Nar (Chad),,dialect,Africa,,
nari1240,Narim,loh,language,Africa,4.80331,33.3312
naro1249,Naro,nhr,language,Africa,-22.0939,20.7458
naaa1246,Na (Sara),,dialect,Africa,,
nass1235,Nassian,,dialect,Africa,,
nata1256,Nata,,dialect,Africa,,
natc1248,Natchaba,,dialect,Africa,,
nate1242,Nateni,ntm,language,Africa,10.5191,1.21879
nath1238,Nathembo,nte,language,Africa,-16.0973,39.9062
nati1243,Natioro,nti,language,Africa,10.7176,-5.19517
nawd1238,Nawdm,nmz,language,Africa,7.17037,0.58553
nawu1242,Nawuri,naw,language,Africa,8.45116,0.04947
nayi1243,Nayi,noz,language,Africa,6.88202,36.3813
icaa1240,Nca,,dialect,Africa,,
nucl1415,Ncane,,dialect,Africa,,
ncan1245,Ncane-Mungong,ncr,language,Africa,6.50696,10.5312
ncan1244,Ncanm,,dialect,Africa,,
ncha1238,Ncha,,dialect,Africa,,
nchu1238,Nchumbulu,nlu,language,Africa,7.6302,-1.30881
ndaa1238,N'da,,dialect,Africa,,
ndai1238,Ndai,gke,language,Africa,8.09039,14.2888
ndak1241,Ndaka,ndk,language,Africa,1.53341,27.9693
ndak1242,Ndaktup,ncp,dialect,Africa,6.7,11.03
ndal1241,Ndali,ndh,language,Africa,-9.88948,33.6118
ndal1242,Ndali (Zanaki),,dialect,Africa,,
ndam1251,Ndam,ndm,language,Africa,9.79369,17.326
ndam1239,Ndamba,ndj,language,Africa,-8.40485,36.0271
ndam1254,Ndambomo,nxo,language,Africa,-0.82,12.77
ndam1252,Ndam Dik,,dialect,Africa,,
ndam1253,Ndam-Ndam,,dialect,Africa,,
ndan1241,Nda'nda',nnz,language,Africa,5.14715,10.3942
ndan1242,Ndano,,dialect,Africa,,
ndas1238,Ndasa,nda,language,Africa,-2.449015,13.369465
ndau1241,Ndau,ndc,language,Africa,-20.1239,33.1739
ndee1242,Nde,,dialect,Africa,,
ndee1246,Ndeewe,,dialect,Africa,,
ndeg1238,Nde-Gbite,ned,language,Africa,7.065,10.47
ndel1238,Ndele,,dialect,Africa,,
ndem1247,Ndema Sherbro,,dialect,Africa,,
ndem1248,Ndembu,,dialect,Africa,,
ndem1249,Ndemli,nml,language,Africa,4.58061,10.2197
ndee1241,Nde (Mungaka),,dialect,Africa,,
nden1249,Ndendeule,dne,language,Africa,-10.4203,36.0105
nden1248,Ndengereko,ndg,language,Africa,-7.54628,38.958
nden1250,Nde-Nsele-Nta,ndd,language,Africa,6.17426,8.49836
nder1245,Ndera (Pokomo),,dialect,Africa,,
nder1246,Nderre,,dialect,Africa,,
ndes1238,Ndese,,dialect,Africa,,
ndii1240,Ndi,,dialect,Africa,,
ndia1238,Ndia,,dialect,Africa,,
ndin1245,Nding,eli,language,Africa,10.2741,30.7306
ndin1244,Ndingi,,dialect,Africa,,
ndit1238,Nditam,,dialect,Africa,,
ndla1238,Ndlambe,,dialect,Africa,,
ndoo1242,Ndo,ndp,language,Africa,2.68546,30.5652
ndob1238,Ndobo,ndw,language,Africa,1.32539,18.6151
ndoe1238,Ndoe,nbb,language,Africa,6.08134,8.69131
ndog1249,Ndogbang,,dialect,Africa,,
ndog1248,Ndogo,ndz,language,Africa,7.73028,27.5588
ndok1254,Ndokama,,dialect,Africa,,
ndok1256,Ndokbele,,dialect,Africa,,
ndok1257,Ndokbiakat,,dialect,Africa,,
ndok1253,Ndokpa,,dialect,Africa,,
ndok1255,Ndokpenda,,dialect,Africa,,
ndok1258,Ndoktuna,,dialect,Africa,,
ndol1238,Ndolo,ndl,language,Africa,2.15101,19.4087
ndom1244,Ndombe,ndq,language,Africa,-12.96548,13.37097
ndon1252,Ndonde Hamba,njd,language,Africa,-10.5584,38.1253
ndon1254,Ndonga,ndo,language,Africa,-17.22,17.35
ndon1251,Ndonge,,dialect,Africa,,
ndon1255,Ndoni,,dialect,Africa,,
ndoo1241,Ndoola,ndr,language,Africa,7.2884,11.3096
ndre1239,Ndreme,,dialect,Africa,,
ndru1234,Ndrulo,dno,language,Africa,2.250128,30.870201
nduk1240,Nduka,,dialect,Africa,,
ndum1239,Ndumu,nmd,language,Africa,-1.67033,13.7279
ndun1251,Ndunda,nuh,language,Africa,6.73205,11.11047
ndun1250,Ndundusana,,dialect,Africa,,
ndun1249,Ndunga,ndt,language,Africa,2.3886,21.5755
ahwa1235,Ndunic,nfd,language,Africa,9.17635,8.56205
ndur1238,Ndura,,dialect,Africa,,
ndut1239,Ndut,ndv,language,Africa,14.925,-16.9811
nduv1238,Nduvum,,dialect,Africa,,
ndwe1234,Ndwewe,nww,language,Africa,-8.94,36.13
ndxh1238,Ndxhonge,,dialect,Africa,,
ndze1235,Ndzerem,,language,Africa,6.07,10.66
ndzw1235,Ndzwani Comorian,wni,language,Africa,-12.2123,44.3709
neao1241,Neao,,dialect,Africa,,
nede1244,Nedek,,dialect,Africa,,
neee1239,Nee,,dialect,Africa,,
negu1238,Negueni-Klani,,dialect,Africa,,
neju1238,Nejuu,,dialect,Africa,,
neke1238,Nekedi,,dialect,Africa,,
nemb1238,Nembe,,dialect,Africa,,
neny1238,Nenya,,dialect,Africa,,
neop1239,Neo-Punic,,dialect,Africa,,
newb1246,New Busa,,dialect,Africa,,
neyy1238,Ney,,dialect,Africa,,
neyo1238,Neyo,ney,language,Africa,4.95048,-6.08043
ngaa1241,Ngaalam,,language,Africa,8.216287,34.563102
ngab1240,Ngabori,,dialect,Africa,,
ngal1297,Ngalabo,,dialect,Africa,,
ngal1301,Ngala of Lake Chad,,language,Africa,12.35762,14.188038
ngal1296,Ngala-Santandrea,,language,Africa,6.63187,24.61853
ngal1295,Ngalo,,dialect,Africa,,
ngam1269,Ngam,nmc,language,Africa,8.25957,18.4648
ngam1267,Ngamambo,nbv,language,Africa,5.87975,10.0779
ngam1268,Ngambay,sba,language,Africa,8.57051,15.414
ngam1266,Ngam (Cameroon),,dialect,Africa,,
ngam1281,Ngam (Chad),,dialect,Africa,,
ngam1271,Ngam Gir Bor,,dialect,Africa,,
shir1261,Ngamiland Yeyi,,dialect,Africa,,
ngam1282,Ngamo,nbh,language,Africa,12.0048,11.2108
ngam1270,Ngam Tel,,dialect,Africa,,
ngam1272,Ngam Tira,,dialect,Africa,,
ngan1304,Ngando (Central African Republic),ngd,language,Africa,3.71666,17.6499
ngan1308,Ngando (Democratic Republic of Congo),,dialect,Africa,,
ngan1302,Ngando-Lalia,nxd,language,Africa,-0.14363,22.6231
ngan1300,Ngandyera,nne,language,Africa,-17.91859,15.0909
ngan1299,Ngangam,gng,language,Africa,10.2523,0.70509
ngao1244,Ngao,,dialect,Africa,,
ngao1243,Ngaondéré,,dialect,Africa,,
ngap1238,Ngapo,,dialect,Africa,,
ngar1292,Ngare,,dialect,Africa,,
ngas1240,Ngas,anc,language,Africa,9.32042,9.46146
ngas1238,Ngasa,nsg,language,Africa,-2.97716,37.528
ngaz1239,Ngazar,,dialect,Africa,,
ngaz1238,Ngazidja Comorian,zdj,language,Africa,-11.6129,43.36
ngba1284,Ngbaka Ma'bo,nbm,language,Africa,4.0,18.12
ngba1287,Ngbaka Manza,ngg,language,Africa,5.30167,18.4119
ngba1285,Ngbaka Minagende,nga,language,Africa,2.98887,18.994
ngba1289,Ngbako,,dialect,Africa,,
ngba1288,Ngbala,,dialect,Africa,,
ngba1279,Ngbang,,dialect,Africa,,
ngbe1238,Ngbee,jgb,language,Africa,3.60447,27.6529
ngbi1238,Ngbinda-Mayeka,nbd,language,Africa,3.27251,23.5669
gbay1291,Ngbongbo,,dialect,Africa,,
ngbu1242,Ngbugu,,dialect,Africa,,
ngbu1241,Ngbundu,nuu,language,Africa,3.82245,18.7183
ngee1239,Ngee,,dialect,Africa,,
ngee1240,Ngee-Ntaana,,dialect,Africa,,
ngel1238,Ngelima,agh,language,Africa,1.81314,24.8754
ngem1255,Ngemba,nge,language,Africa,5.97864,10.1469
ngem1253,Ngemba (Ghomala'),,dialect,Africa,,
ngem1256,Ngemere,,dialect,Africa,,
ngen1252,Ngende,,dialect,Africa,,
ngen1257,Ngendelengo,nql,language,Africa,-13.88747,13.12802
ngen1253,Ngenge,,dialect,Africa,,
ngen1256,Ngen of Djonkro,gnj,language,Africa,7.76,-3.97
nget1241,Ngete,nnn,language,Africa,9.31902,15.29053
nggw1242,Nggwahyi,ngx,language,Africa,10.6058,12.9234
nggw1243,Nggwoli,,dialect,Africa,,
ngie1242,Ngie,ngj,language,Africa,5.93852,9.79389
ngie1241,Ngiemboon,nnh,language,Africa,5.56777,10.1266
ngil1242,Ngile,jle,language,Africa,10.7194,29.997
ngin1244,Ngindo,nnq,language,Africa,-9.78145,37.9832
ngin1245,Nginyukwur,,dialect,Africa,,
ngir1247,Ngirere,,dialect,Africa,,
ngit1239,Ngiti,niy,language,Africa,1.30455,30.2242
ngiz1242,Ngizim,ngi,language,Africa,12.1051,11.0178
ngka1238,Ngkat,,dialect,Africa,,
ngke1238,||Ng!ke,,dialect,Africa,,
ngoo1241,Ngo,,dialect,Africa,,
ngoa1238,Ngoahu,,dialect,Africa,,
ngok1244,Ngoka,,dialect,Africa,,
ngok1246,Ngok-Kordofan,,dialect,Africa,,
ngok1245,Ngok-Sobat,,dialect,Africa,,
ngol1246,Ngola,,dialect,Africa,,
ngol1244,Ngola (Banda-Banda),,dialect,Africa,,
ngol1245,Ngologa,,dialect,Africa,,
ngom1270,Ngom,nra,language,Africa,0.882925,14.1345
ngom1266,Ngoma,,dialect,Africa,,
ngom1272,Ngomba,jgo,language,Africa,5.63067,10.237
ngom1271,Ngombale,nla,language,Africa,5.70306,10.1446
ngom1269,Ngombe,,dialect,Africa,,
bang1347,Ngombe-Bangandu,bgf,language,Africa,2.18716,14.7506
ngom1265,Ngombe (Central African Republic),nmj,language,Africa,3.90658,15.2154
ngom1268,Ngombe (Democratic Republic of Congo),ngc,language,Africa,1.45357,20.14148
ngon1268,Ngonde,,dialect,Africa,,
ngon1275,Ngong,nnx,language,Africa,8.78874,13.42855
ngon1267,Ngongo,noq,language,Africa,-5.5,18.2
ngon1274,Ngongo (Buushong),,dialect,Africa,,
ngon1273,Ngongo (Nkutu),,dialect,Africa,,
ngon1270,Ngoni (Nyanja),,dialect,Africa,,
ngon1266,Ngoni of Malawi,,dialect,Africa,,
ngon1272,Ngoni (Tumbuka),,dialect,Africa,,
ngur1263,Ngoreme,ngq,language,Africa,-1.8485,34.6173
ngor1243,Ngoro,,dialect,Africa,,
ngos1238,Ngoshie,nsh,language,Africa,6.04616,9.83193
ngos1242,Ngoshie (Glavda),,dialect,Africa,,
ngom1264,Ngoumi,,dialect,Africa,,
ngov1238,Ngova,,dialect,Africa,,
ngub1239,Ngubi,,language,Africa,-3.433411,10.768112
ngub1241,Ngubin,,dialect,Africa,,
ngue1242,Ng|u||en,,dialect,Africa,,
ngul1246,Ngulu,ngp,language,Africa,-5.79734,37.6823
ngur1264,Ngulu Gula,,dialect,Africa,,
guvj1238,Ngumati,,dialect,Africa,,
ngum1255,Ngumbi,nui,language,Africa,1.72096,9.73613
ngum1254,Ng'umbo,,dialect,Africa,,
ngun1279,Ngun,,dialect,Africa,,
ngun1270,Ngundi,ndn,language,Africa,3.02108,16.21457
ngun1271,Ngundi (DRC),,dialect,Africa,,
ngun1266,Ngundu,nue,language,Africa,4.88628,20.4218
ngun1273,Ngunduna,,dialect,Africa,,
ngun1272,Ngungwel,ngz,language,Africa,-1.82055,15.6218
ngun1268,Ng'uni,,dialect,Africa,,
nguq1238,Nguqwurang,,dialect,Africa,,
ngur1265,Nguri,,dialect,Africa,,
ngur1266,Nguru (Kara),,dialect,Africa,,
ngut1234,Ngutira,,dialect,Africa,,
ngwa1247,Ngwa,,dialect,Africa,,
ngwa1251,Ngwaba,ngw,language,Africa,10.0921,12.7942
ngwa1245,Ngwaketse,,dialect,Africa,,
ngwa1246,Ngwatu,,dialect,Africa,,
ngwe1238,Ngwe,nwe,language,Africa,5.49787,9.9028
ngwe1239,Ngwena,,dialect,Africa,,
ngul1247,Ngwii,nlo,language,Africa,-4.09816,19.5129
ngwo1241,Ngwo,ngn,language,Africa,6.17739,9.84369
ging1242,Nharo,,dialect,Africa,,
nhay1238,Nhayi,,dialect,Africa,,
nhla1238,Nhlanganu,,dialect,Africa,,
nhla1239,Nhlangwini,,dialect,Africa,,
niab1238,Niabre,,dialect,Africa,,
nian1244,Niangbo,,dialect,Africa,,
nian1243,Niangoloko-Diarabakoko,,dialect,Africa,,
nibi1234,Nibieg,,dialect,Africa,,
nidr1238,Nidrou,,dialect,Africa,,
nied1239,Niediekaha,,dialect,Africa,,
niel1243,Niellim,nie,language,Africa,9.70362,17.81346
nien1238,Nieni,,dialect,Africa,,
niga1242,Nigagba,,dialect,Africa,,
nigb1238,Nigbi,,dialect,Africa,,
nige1261,Niger Dendi,,dialect,Africa,,
nige1257,Nigerian Pidgin,pcm,language,Africa,9.65873,4.21068
nige1240,Nigerian Sign Language,nsi,language,Africa,6.49997,3.16664
nigi1240,Nigii,,dialect,Africa,,
mese1243,Niguessen (Mese),,dialect,Africa,,
nila1242,Nilamba,nim,language,Africa,-4.50002,34.3068
nile1238,Nile Bari,,dialect,Africa,,
nimb1256,Nimbari,nmr,language,Africa,9.67581,13.8266
nimb1261,Nimbia,,dialect,Africa,,
ninc1234,Nincut,,dialect,Africa,,
nind1241,Nindem,,dialect,Africa,,
nind1242,Nindi,nxi,language,Africa,-11.2569,36.3116
ning1272,Ningi,,dialect,Africa,,
ning1270,Ningo,,dialect,Africa,,
ning1282,Ningo (Mada),,dialect,Africa,,
ning1271,Ningye,nns,dialect,Africa,9.29341,8.43562
nink1238,Ninkada,,dialect,Africa,,
nino1238,Ninong,,dialect,Africa,,
ninz1246,Ninzo,nin,language,Africa,8.95791,8.47328
nioo1239,Nio,,dialect,Africa,,
niom1238,Niominka,,dialect,Africa,,
niou1238,Niou,,dialect,Africa,,
nira1238,Niragu,,dialect,Africa,,
niss1234,Nissim,,dialect,Africa,,
niti1248,Nitiabo,,dialect,Africa,,
nive1238,Nive,,dialect,Africa,,
suga1248,Nizaa,sgi,language,Africa,7.12906,12.3779
njag1237,Njagañaaw,,dialect,Africa,,
njal1239,Njalgulgule,njl,language,Africa,8.70752,26.1147
njan1240,Njanga,,language,Africa,6.41,11.51
njan1239,Njanja,,dialect,Africa,,
njaw1238,Njawlo,,dialect,Africa,,
njeb1242,Njebi,nzb,language,Africa,-2.18115,12.7063
njee1238,Njee-Poantu,,dialect,Africa,,
njel1238,Njeleng,,dialect,Africa,,
njen1238,Njen,njj,language,Africa,5.75169,9.90439
njer1242,Njerep,njr,language,Africa,6.82183,11.521
njin1241,Njinga,,dialect,Africa,,
njon1238,Njong,,dialect,Africa,,
njye1238,Njyem,njy,language,Africa,2.30483,14.1175
nkaa1238,Nka',,dialect,Africa,,
nkam1239,Nkami,nkq,language,Africa,7.0556,-0.0372
nkan1238,Nkangala,nkn,language,Africa,-13.3688,19.0476
nkar1238,Nkari,nkz,language,Africa,5.43898,7.76345
nkem1243,Nkem,,dialect,Africa,,
nkem1242,Nkem-Nkum,isi,language,Africa,6.59158,8.68668
nket1234,Nkete,,dialect,Africa,,
nkhu1238,Nkhumbi,khu,language,Africa,-15.4126,13.9704
nkim1238,Nkimbe,,dialect,Africa,,
nkoo1238,Nko,,dialect,Africa,,
nkoa1234,N'Ko,nqo,language,Africa,,
nkoj1238,Nkojo,,dialect,Africa,,
nkol1238,Nkole,,dialect,Africa,,
nkom1239,Nkombe,,dialect,Africa,,
nkom1238,Nkomi,,dialect,Africa,,
nkom1240,Nkomo,,dialect,Africa,,
nkon1246,Nkonde,,dialect,Africa,,
nkon1247,Nkongho,nkc,language,Africa,5.33848,9.80096
nkon1248,Nkonya,nko,language,Africa,7.20316,0.3209
nkor1239,Nkoroo,nkx,language,Africa,4.57641,7.45802
nkot1238,Nkot,,dialect,Africa,,
nkoy1244,Nkoya,nka,language,Africa,-14.8513,24.7649
nkpa1238,Nkpam,,dialect,Africa,,
nkuk1238,Nkukoli,nbo,language,Africa,5.7562,8.28051
nkum1250,Nkum,,dialect,Africa,,
nkum1249,Nkuma,,dialect,Africa,,
nkum1247,Nkum Akpambe,,dialect,Africa,,
nkum1251,Nkumbi,,dialect,Africa,,
nkum1248,Nkum (Yala),,dialect,Africa,,
nkun1238,Nkundo,,dialect,Africa,,
nkut1238,Nkutu,nkw,language,Africa,-3.67432,22.6802
nkwa1238,Nkwaamba,,dialect,Africa,,
nkwa1239,Nkwankwa,,dialect,Africa,,
nkwe1238,Nkwen,,dialect,Africa,,
nkwi1238,Nkwifiya,,dialect,Africa,,
nnam1238,Nnam,nbp,language,Africa,6.31319,8.48975
nngg1234,N||ng,ngh,language,Africa,-29.70543,19.08408
nooo1238,No,,dialect,Africa,,
nobi1240,Nobiin,fia,language,Africa,22.8142,31.8376
nobv1238,Nobvu,,dialect,Africa,,
noga1250,Nogau,,dialect,Africa,,
nohw1238,Nohwe,,dialect,Africa,,
noma1260,Nomaande,lem,language,Africa,4.5893,10.9157
noma1259,Nomadic Fulfulde,,dialect,Africa,,
nome1234,Nomeng,,dialect,Africa,,
nomo1238,Nomopo,,dialect,Africa,,
nond1239,Nonda,,dialect,Africa,,
nong1248,Nongov,,dialect,Africa,,
tumb1248,Nongwe-Mamboya-Berega,,dialect,Africa,,
nony1234,Nonyambaye-Nobanye,,dialect,Africa,,
nook1246,N|oo-Khwe,,dialect,Africa,,
noon1242,Noon,snf,language,Africa,14.792,-16.9205
noon1243,Noone,nhu,language,Africa,6.37256,10.5707
nork1238,Norkhana,,dialect,Africa,,
nort2776,North Bangato,,dialect,Africa,,
nort2796,North Binja,,dialect,Africa,,
nort2804,North Bobe,,dialect,Africa,,
kung1261,North-Central Ju,knw,language,Africa,-21.92,18.0
nort3092,North Central Soqotri,,dialect,Africa,12.649,54.018
nort3247,Northeast Bainounk,,language,Africa,13.213,-15.835
nort2805,Northeast Duguri,,dialect,Africa,,
nort3131,Northeast Egyptian Bedawi Arabic,,dialect,Africa,,
nort2815,Northeastern Dinka,dip,language,Africa,9.27995,31.8392
nort2811,Northeastern Grebo,,dialect,Africa,,
nort2786,Northeastern Nuni,,dialect,Africa,,
nort3416,Northeast Marakwet,,dialect,Africa,,
nort3407,North-East Mumuye,,dialect,Africa,,
nort3132,Northeast Nile Delta Arabic,,dialect,Africa,,
nort3052,Northern Afar,,dialect,Africa,,
nort3260,Northern Alantika Vere,,language,Africa,8.829761,12.850757
gash1250,Northern Bade,,dialect,Africa,,
nort2803,Northern Bakossi,,dialect,Africa,,
nort2890,Northern Betsimisaraka Malagasy,bmm,language,Africa,-19.9184,48.812
biri1258,Northern Birifor,,dialect,Africa,,
nort2819,Northern Bobo Madaré,bbo,language,Africa,12.4182,-4.47538
nort2802,Northern Bomitaba,,dialect,Africa,,
nort3049,Northern Buduma,,dialect,Africa,,
buru1301,Northern Burun,bdi,language,Africa,10.725,33.921
nort2769,Northern Chumburung,,dialect,Africa,,
nort2780,Northern Dagara,dgi,language,Africa,11.0441,-3.0124
nort3432,Northern Dendi,,dialect,Africa,,
nort2801,Northern Dibole,,dialect,Africa,,
nort2807,Northern Etung,,dialect,Africa,,
nort2772,Northern Fania,,dialect,Africa,,
nort3335,Northern frontier ilŠarqiyya-Parts of idDaqahliyya,,dialect,Africa,,
nort2797,Northern Gikuyu,,dialect,Africa,,
nort2778,Northern Gourmanchema,,dialect,Africa,,
nort2810,Northern Grebo,gbo,language,Africa,5.17103,-8.1409
gumu1244,Northern Gumuz,guk,language,Africa,11.05,35.93
nort2808,Northern Gunu,,dialect,Africa,,
nort2781,Northern Hanga,,dialect,Africa,,
vase1234,Northern Ju,vaj,language,Africa,-18.2675,18.1864
nort2765,Northern Kissi,kqs,language,Africa,8.7283,-10.4063
nort2821,Northern Kono,,dialect,Africa,,
nort2763,Northern Limba,,dialect,Africa,,
nort3400,Northern Lopit,,dialect,Africa,,
nort2783,Northern Lyélé,,dialect,Africa,,
nort2818,Northern Masalit,,dialect,Africa,,
midd1342,Northern Middle Egypt Arabic,,dialect,Africa,,
nort2774,Northern Ngbandi,ngb,language,Africa,3.56357,21.85251
nort3306,Northern Ngiti,,dialect,Africa,,
nort2784,Northern Nuni,nuv,language,Africa,12.131,-2.98206
nort2812,Northern Ogambi,,dialect,Africa,,
nort3272,Northern Oromo,,dialect,Africa,,
nort3327,Northern Saho,,dialect,Africa,,
nort2820,Northern Seeku,,dialect,Africa,,
nort3051,Northern Somali,,dialect,Africa,,
nort3090,Northern Soqotri,,dialect,Africa,12.593,53.837
nort3336,Northern Tigrinya,,dialect,Africa,,
nort2787,Northern Toussian,tsp,language,Africa,11.133,-4.88274
tsoa1238,Northern Tshwa,hio,language,Africa,-19.7974,26.9638
nort2813,Northern Turkana,,dialect,Africa,,
nort3337,Northern Uduk,,dialect,Africa,,
nort3363,Northern Wolof,,dialect,Africa,,
nort3380,Northern Wonk,,dialect,Africa,,
nort2770,North Fali,fll,language,Africa,9.9249,13.6567
nort2806,North Fe'Fe',,dialect,Africa,,
nort3047,North Giziga,gis,language,Africa,10.6755,14.219
nort3050,North Hausa,,dialect,Africa,,
nort2798,North Kitui,,dialect,Africa,,
nort3133,North Kordofan Arabic,,dialect,Africa,,
nort2799,North Kwandu,,dialect,Africa,,
nort3048,North Laamang,,dialect,Africa,,
nort3130,North Levantine Bedawi Arabic,,dialect,Africa,,
nort3046,North Mofu,mfk,language,Africa,10.6834,14.1117
nort3399,Northwest Bena,,dialect,Africa,,
nort3091,Northwest Central Soqotri,,dialect,Africa,12.69,53.49
nort2816,Northwestern Dinka,diw,language,Africa,9.81484,29.2998
nort3331,Northwestern Gbe,,dialect,Africa,,
nort3345,Northwestern Lingala,,language,Africa,1.403245,19.782905
nort2785,Northwestern Nuni,,dialect,Africa,,
nort3292,North-Western Tigre,,dialect,Africa,,
nort3135,North-Western Tunisian,,dialect,Africa,,
nort2775,Northwest Gbaya,gya,language,Africa,5.9503,15.2569
nort3426,Northwest Yoruba,,dialect,Africa,,
nucl1411,North Yemba,,dialect,Africa,,
notr1240,Notre,bly,language,Africa,10.7025,1.27435
nouc1234,Nouchi,,language,Africa,5.317,-4.033
noum1238,Noumoudara-Koumoudara,,dialect,Africa,,
noun1238,Nouna,,dialect,Africa,,
sout2796,Nowulo,,dialect,Africa,,
noyy1238,Noy,noy,language,Africa,9.42495,17.9136
nsaa1238,Nsa,,dialect,Africa,,
